Group,Commodity Code,SRC,SLC,Attachment,Price L,Price H,Month Count,Demand L,Demand H,Sales L,Sales H,Modifier,Trending Cap,Warehouse Min,Stocking weeks,Spiking Modifier,Spiking Warehouse<BR>Stocking Min
Default,Default,Default,Default,Default,0,"9,999,999",7,6,7,0,7,4.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,6,7,7,13,4.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,6,7,13,999999,4.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,7,8,0,8,4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,7,8,8,15,4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,7,8,15,999999,4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,8,9,0,9,3.5,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,8,9,9,17,3.5,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,8,9,17,999999,3.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,9,10,0,10,3.11,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,9,10,10,19,3.11,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,9,10,19,999999,3.11,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,10,11,0,11,2.8,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,10,11,11,21,2.8,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,10,11,21,999999,2.8,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,11,12,0,12,2.55,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,11,12,12,23,2.55,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,11,12,23,999999,2.55,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,12,13,0,13,2.33,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,12,13,13,25,2.33,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,12,13,25,999999,2.33,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,13,14,0,14,2.15,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,13,14,14,27,2.15,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,13,14,27,999999,2.15,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,14,15,0,15,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,14,15,15,29,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,14,15,29,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,15,16,0,16,1.87,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,15,16,16,31,1.87,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,15,16,31,999999,1.87,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,16,17,0,17,1.75,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,16,17,17,33,1.75,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,16,17,33,999999,1.75,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,17,18,0,18,1.65,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,17,18,18,35,1.65,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,17,18,35,999999,1.65,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,18,19,0,19,3.11,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,18,19,19,37,3.11,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,18,19,37,999999,3.11,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,19,20,0,20,2.95,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,19,20,20,39,2.95,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,19,20,39,999999,2.95,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,20,21,0,21,2.8,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,20,21,21,41,2.8,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,20,21,41,999999,2.8,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,21,22,0,22,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,21,22,22,43,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,21,22,43,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,22,23,0,23,2.55,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,22,23,23,45,2.55,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,22,23,45,999999,2.55,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,23,24,0,24,2.43,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,23,24,24,47,2.43,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,23,24,47,999999,2.43,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,24,25,0,25,2.33,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,24,25,25,49,2.33,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,24,25,49,999999,2.33,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,25,26,0,26,2.24,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,25,26,26,51,2.24,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,25,26,51,999999,2.24,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,26,27,0,27,2.15,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,26,27,27,53,2.15,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,26,27,53,999999,2.15,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,27,28,0,28,2.07,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,27,28,28,55,2.07,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,27,28,55,999999,2.07,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,28,29,0,29,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,28,29,29,57,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,28,29,57,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,29,30,0,30,2.9,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,29,30,30,59,2.9,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,29,30,59,999999,2.9,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,30,31,0,31,2.8,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,30,31,31,61,2.8,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,30,31,61,999999,2.8,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,31,32,0,32,2.71,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,31,32,32,63,2.71,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,31,32,63,999999,2.71,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,32,33,0,33,2.63,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,32,33,33,65,2.63,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,32,33,65,999999,2.63,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,33,34,0,34,2.55,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,33,34,34,67,2.55,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,33,34,67,999999,2.55,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,34,35,0,35,2.47,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,34,35,35,69,2.47,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,34,35,69,999999,2.47,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,35,36,0,36,2.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,35,36,36,71,2.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,35,36,71,999999,2.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,36,37,0,37,2.33,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,36,37,37,73,2.33,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,36,37,73,999999,2.33,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,37,100,0,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,100,999999,0,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,0,2,0,2,5.33,13,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,0,2,2,3,10.67,13,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,0,2,3,999999,32,13,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,2,3,0,3,16,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,2,3,3,5,16,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,2,3,5,999999,16,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,3,4,0,4,10.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,3,4,4,7,10.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,3,4,7,999999,10.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,4,5,0,5,8,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,4,5,5,9,8,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,4,5,9,999999,8,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,5,6,0,6,6.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,5,6,6,11,6.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,5,6,11,999999,6.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,6,7,0,7,5.33,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,6,7,7,13,5.33,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,6,7,13,999999,5.33,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,7,8,0,8,4.57,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,7,8,8,15,4.57,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,7,8,15,999999,4.57,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,8,9,0,9,4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,8,9,9,17,4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,8,9,17,999999,4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,9,10,0,10,3.56,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,9,10,10,19,3.56,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,9,10,19,999999,3.56,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,10,11,0,11,3.2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,10,11,11,21,3.2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,10,11,21,999999,3.2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,11,12,0,12,2.91,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,11,12,12,23,2.91,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,11,12,23,999999,2.91,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,12,13,0,13,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,12,13,13,25,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,12,13,25,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,13,14,0,14,2.46,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,13,14,14,27,2.46,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,13,14,27,999999,2.46,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,14,15,0,15,2.29,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,14,15,15,29,2.29,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,14,15,29,999999,2.29,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,15,16,0,16,2.13,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,15,16,16,31,2.13,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,15,16,31,999999,2.13,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,16,17,0,17,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,16,17,17,33,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,16,17,33,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,17,18,0,18,1.88,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,17,18,18,35,1.88,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,17,18,35,999999,1.88,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,18,19,0,19,1.78,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,18,19,19,37,1.78,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,18,19,37,999999,1.78,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,19,20,0,20,1.68,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,19,20,20,39,1.68,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,19,20,39,999999,1.68,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,20,21,0,21,1.6,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,20,21,21,41,1.6,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,20,21,41,999999,1.6,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,21,22,0,22,1.52,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,21,22,22,43,1.52,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,21,22,43,999999,1.52,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,22,23,0,23,2.91,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,22,23,23,45,2.91,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,22,23,45,999999,2.91,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,23,24,0,24,2.78,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,23,24,24,47,2.78,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,23,24,47,999999,2.78,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,24,25,0,25,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,24,25,25,49,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,24,25,49,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,25,26,0,26,2.56,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,25,26,26,51,2.56,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,25,26,51,999999,2.56,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,26,27,0,27,2.46,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,26,27,27,53,2.46,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,26,27,53,999999,2.46,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,27,28,0,28,2.37,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,27,28,28,55,2.37,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,27,28,55,999999,2.37,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,28,29,0,29,2.29,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,28,29,29,57,2.29,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,28,29,57,999999,2.29,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,29,30,0,30,2.21,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,29,30,30,59,2.21,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,29,30,59,999999,2.21,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,30,31,0,31,2.13,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,30,31,31,61,2.13,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,30,31,61,999999,2.13,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,31,32,0,32,2.06,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,31,32,32,63,2.06,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,31,32,63,999999,2.06,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,32,33,0,33,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,32,33,33,65,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,32,33,65,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,33,34,0,34,2.91,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,33,34,34,67,2.91,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,33,34,67,999999,2.91,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,34,35,0,35,2.82,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,34,35,35,69,2.82,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,34,35,69,999999,2.82,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,35,36,0,36,2.74,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,35,36,36,71,2.74,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,35,36,71,999999,2.74,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,36,37,0,37,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",8,36,37,37,73,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",8,36,37,73,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,37,100,0,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",8,100,999999,0,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,0,2,0,2,6,13,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,0,2,2,3,12,13,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,0,2,3,999999,36,13,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,2,3,0,3,18,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,2,3,3,5,18,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,2,3,5,999999,18,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,3,4,0,4,12,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,3,4,4,7,12,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,3,4,7,999999,12,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,4,5,0,5,9,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,4,5,5,9,9,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,4,5,9,999999,9,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,5,6,0,6,7.2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,5,6,6,11,7.2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,5,6,11,999999,7.2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,6,7,0,7,6,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,6,7,7,13,6,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,6,7,13,999999,6,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,7,8,0,8,5.14,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,7,8,8,15,5.14,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,7,8,15,999999,5.14,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,8,9,0,9,4.5,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,8,9,9,17,4.5,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,8,9,17,999999,4.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,9,10,0,10,4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,9,10,10,19,4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,9,10,19,999999,4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,10,11,0,11,3.6,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,10,11,11,21,3.6,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,10,11,21,999999,3.6,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,11,12,0,12,3.27,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,11,12,12,23,3.27,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,11,12,23,999999,3.27,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,12,13,0,13,3,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,12,13,13,25,3,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,12,13,25,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,13,14,0,14,2.77,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,13,14,14,27,2.77,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,13,14,27,999999,2.77,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,14,15,0,15,2.57,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,14,15,15,29,2.57,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,14,15,29,999999,2.57,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,15,16,0,16,2.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,15,16,16,31,2.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,15,16,31,999999,2.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,16,17,0,17,2.25,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,16,17,17,33,2.25,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,16,17,33,999999,2.25,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,17,18,0,18,2.12,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,17,18,18,35,2.12,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,17,18,35,999999,2.12,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,18,19,0,19,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,18,19,19,37,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,18,19,37,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,19,20,0,20,1.89,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,19,20,20,39,1.89,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,19,20,39,999999,1.89,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,20,21,0,21,1.8,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,20,21,21,41,1.8,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,20,21,41,999999,1.8,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,21,22,0,22,1.71,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,21,22,22,43,1.71,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,21,22,43,999999,1.71,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,22,23,0,23,1.64,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,22,23,23,45,1.64,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,22,23,45,999999,1.64,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,23,24,0,24,3.13,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,23,24,24,47,3.13,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,23,24,47,999999,3.13,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,24,25,0,25,3,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,24,25,25,49,3,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,24,25,49,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,25,26,0,26,2.88,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,25,26,26,51,2.88,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,25,26,51,999999,2.88,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,26,27,0,27,2.77,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,26,27,27,53,2.77,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,26,27,53,999999,2.77,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,27,28,0,28,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,27,28,28,55,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,27,28,55,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",9,28,29,0,29,2.57,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",9,28,29,29,57,2.57,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",9,28,29,57,999999,2.57,1,3,4,1,3
