"Account Number","Engagement Level","Estimated Acres","Engaged Acre Breadth","Engaged Acre Depth","Highly Engaged Acres","Prepare Acres","Plant Acres","Apply Acres","Harvest Acres"
"65502","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"43032","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"67963","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"39407","Land & Digital","","8763.00","1279.00","0.00","8544.00","7716.00","184.00","1155.00"
"35918","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"65124","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"39632","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"67978","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"56011","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"25882","Highly Engaged Retained","","6450.00","3386.00","3386.00","4673.00","4750.00","6421.00","15.00"
"38212","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27185","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"5668","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"29004","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68042","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"60347","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"70207","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27945","Highly Engaged Retained","","3779.00","0.00","0.00","1.00","0.00","1.00","3779.00"
"17791","Highly Engaged","","2243.00","237.00","237.00","1587.00","353.00","1947.00","0.00"
"67950","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68011","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"37468","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"43091","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68216","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"67935","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"52351","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68075","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"JAMES COGBURN","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68069","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"28970","Highly Engaged Retained","","1756.00","0.00","0.00","0.00","1.00","1755.00","517.00"
"68026","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68140","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68078","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"19662","Highly Engaged Retained","","3581.00","1092.00","1092.00","1754.00","1758.00","3484.00","408.00"
"67663","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"67951","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"52346","Highly Engaged Retained","","3955.00","0.00","0.00","3776.00","176.00","45.00","0.00"
"50943","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68058","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"55156","Highly Engaged Retained","","886.00","0.00","0.00","0.00","0.00","636.00","886.00"
"68152","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"66917","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27806","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"42672","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"59197","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"67234","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14855","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"70027","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"67747","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68193","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"28765","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"52867","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"70033","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"25820","Highly Engaged Retained","6000","5016.00","3984.00","3984.00","4574.00","4156.00","4709.00","19.00"
"22991","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"21811","Highly Engaged Retained","","3104.00","6.00","6.00","11.00","1828.00","2931.00","0.00"
"182","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"28444","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13273","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"3432","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"70055","R12 Digitally Engaged","10","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"18460","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15144","Land & Digital","","2838.00","0.00","0.00","2.00","2.00","2838.00","0.00"
"253","Highly Engaged","","2386.00","676.00","676.00","2178.00","2338.00","677.00","1.00"
"34224","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"42953","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68192","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"26541","Land & Digital","","411.00","0.00","0.00","0.00","0.00","144.00","411.00"
"65225","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27971","R12 Digitally Engaged","3500","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"42510","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"36158","Highly Engaged Retained","","7011.00","2925.00","2925.00","3236.00","5950.00","6701.00","0.00"
"2612","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"41172","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"52465","Highly Engaged Retained","","5684.00","3786.00","3786.00","3837.00","5520.00","5594.00","1651.00"
"42281","Land & Digital","","1070.00","456.00","0.00","1009.00","745.00","694.00","1.00"
"10895","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2550","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23423","Highly Engaged","","5183.00","1912.00","1912.00","4817.00","3587.00","3476.00","26.00"
"30226","Highly Engaged Retained","","2252.00","5.00","5.00","2227.00","2125.00","17.00","0.00"
"19617","Land & Digital","","11.00","0.00","0.00","0.00","0.00","11.00","11.00"
"51541","Highly Engaged Retained","4000","4902.00","2811.00","2811.00","2946.00","4290.00","4791.00","1.00"
"41710","Highly Engaged","","1350.00","0.00","0.00","0.00","0.00","600.00","1350.00"
"66329","Highly Engaged","50","1790.00","0.00","0.00","2.00","0.00","1790.00","0.00"
"30382","Highly Engaged","","893.00","0.00","0.00","278.00","616.00","0.00","0.00"
"2625","Highly Engaged Retained","","209.00","80.00","80.00","202.00","168.00","91.00","0.00"
"30091","Highly Engaged","","4506.00","0.00","0.00","4506.00","0.00","34.00","0.00"
"13320","Highly Engaged Retained","","9174.00","1453.00","1453.00","9074.00","5701.00","4.00","2552.00"
"35270","Highly Engaged","","2589.00","1339.00","1339.00","2500.00","1371.00","2245.00","1.00"
"26731","Highly Engaged","3500","4047.00","374.00","374.00","4047.00","210.00","379.00","3475.00"
"50450","Highly Engaged","","2389.00","0.00","0.00","1.00","0.00","2389.00","0.00"
"23765","Highly Engaged","","6284.00","3205.00","3205.00","5568.00","4834.00","3885.00","0.00"
"70448","Highly Engaged","","131.00","0.00","0.00","0.00","0.00","0.00","131.00"
"52327","Highly Engaged","","1136.00","0.00","0.00","0.00","0.00","1136.00","0.00"
"35074","Land & Digital","10000","959.00","0.00","0.00","0.00","0.00","959.00","0.00"
"55342","Land & Digital","","1540.00","0.00","0.00","0.00","1.00","1540.00","0.00"
"40091","Land & Digital","","3977.00","1.00","0.00","3591.00","62.00","110.00","389.00"
"33241","Highly Engaged","","3727.00","2.00","2.00","3469.00","3696.00","2.00","0.00"
"27312","R12 Digitally Engaged","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"26144","Highly Engaged","","3532.00","1201.00","1201.00","669.00","2343.00","1623.00","2578.00"
"13978","Highly Engaged","","783.00","1.00","1.00","13.00","783.00","14.00","1.00"
"35481","Land & Digital","","1959.00","0.00","0.00","0.00","0.00","1959.00","0.00"
"67346","","","","","","","","",""
"19694","Highly Engaged","","2312.00","141.00","141.00","830.00","1943.00","766.00","23.00"
"24358","Highly Engaged","","2058.00","0.00","0.00","0.00","2058.00","0.00","0.00"
"71","Highly Engaged","","39.00","0.00","0.00","0.00","0.00","39.00","0.00"
"13336","Land & Digital","","3415.00","0.00","0.00","2031.00","1388.00","0.00","0.00"
"39396","Highly Engaged","","10638.00","27.00","27.00","23.00","1873.00","10438.00","1106.00"
"259","Land & Digital","","2325.00","1.00","0.00","2325.00","4.00","2.00","269.00"
"26947","Land & Digital","","911.00","5.00","0.00","911.00","5.00","899.00","0.00"
"4463","Land & Digital","","306.00","0.00","0.00","0.00","0.00","306.00","0.00"
"36569","Highly Engaged","","5088.00","0.00","0.00","0.00","0.00","5088.00","0.00"
"15142","Highly Engaged","","5413.00","162.00","162.00","5056.00","96.00","5294.00","71.00"
"4630","Highly Engaged","","1538.00","0.00","0.00","1475.00","0.00","447.00","0.00"
"51169","Highly Engaged","","279.00","0.00","0.00","62.00","8.00","271.00","0.00"
"64086","Land & Digital","","1151.00","0.00","0.00","0.00","0.00","903.00","1151.00"
"50524","Land & Digital","","1418.00","1.00","0.00","2.00","0.00","2.00","1418.00"
"12171","Land & Digital","","844.00","4.00","0.00","844.00","4.00","166.00","0.00"
"54191","Highly Engaged","","1117.00","0.00","0.00","0.00","0.00","411.00","1117.00"
"64396","Highly Engaged","","486.00","0.00","0.00","482.00","203.00","0.00","0.00"
"67608","Land & Digital","","791.00","2.00","0.00","791.00","3.00","2.00","0.00"
"32993","Highly Engaged","","1819.00","2.00","2.00","7.00","568.00","1815.00","0.00"
"19568","Land & Digital","","93.00","0.00","0.00","93.00","0.00","89.00","0.00"
"29180","Highly Engaged","6000","3233.00","1598.00","1598.00","2996.00","2146.00","2775.00","2.00"
"19651","Highly Engaged","","120.00","102.00","102.00","118.00","36.00","120.00","104.00"
